,package,folder,file,class_name,is_dataclass,is_subclass,has_init,num_methods,num_autoassign_methods,num_ordinary_methods
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame,test_reductions.py,TestDataFrameReductions,False,False,False,,0,7
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame,test_reductions.py,TestNuisanceColumns,False,False,False,,0,4
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_align.py,TestDataFrameAlign,False,False,False,,0,12
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_clip.py,TestDataFrameClip,False,False,False,,0,9
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_reindex.py,TestDataFrameSelectReindex,False,False,False,,0,34
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_infer_objects.py,TestInferObjects,False,False,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_count.py,TestDataFrameCount,False,False,False,,0,6
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_to_dict_of_blocks.py,TestToDictOfBlocks,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_sort_values.py,TestDataFrameSortValues,False,False,False,,0,17
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_sort_values.py,TestDataFrameSortKey,False,False,False,,0,10
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_sort_values.py,TestSortValuesLevelAsStr,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_to_numpy.py,TestToNumpy,False,False,False,,0,4
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_to_dict.py,TestDataFrameToDict,False,False,False,,0,13
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_interpolate.py,TestDataFrameInterpolate,False,False,False,,0,19
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_describe.py,TestDataFrameDescribe,False,False,False,,0,12
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_reset_index.py,TestResetIndex,False,False,False,,0,20
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_rank.py,TestRank,False,False,False,,0,12
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_round.py,TestDataFrameRound,False,False,False,,0,8
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_to_csv.py,TestDataFrameToCSV,False,False,False,,0,43
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_replace.py,TestDataFrameReplace,False,False,False,,0,63
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_assign.py,TestAssign,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_append.py,TestDataFrameAppend,False,False,False,,0,9
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_first_and_last.py,TestFirst,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_convert_dtypes.py,TestConvertDtypes,False,False,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_drop.py,TestDataFrameDrop,False,False,False,,0,15
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_truncate.py,TestDataFrameTruncate,False,False,False,,0,7
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_convert.py,TestConvert,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_asof.py,TestFrameAsof,False,False,False,,0,8
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_combine_first.py,TestDataFrameCombineFirst,False,False,False,,0,14
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_filter.py,TestDataFrameFilter,False,False,False,,0,6
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_rename_axis.py,TestDataFrameRenameAxis,False,False,False,,0,4
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_transpose.py,TestTranspose,False,False,False,,0,8
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_diff.py,TestDataFrameDiff,False,False,False,,0,19
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_isin.py,TestDataFrameIsIn,False,False,False,,0,13
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_quantile.py,TestDataFrameQuantile,False,False,False,,0,16
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_pop.py,TestDataFramePop,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_swaplevel.py,TestSwaplevel,False,False,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_copy.py,TestCopy,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_tz_convert.py,TestTZConvert,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_set_index.py,TestSetIndex,False,False,False,,0,21
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_set_index.py,TestSetIndexInvalid,False,False,False,,0,4
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_set_index.py,TestSetIndexCustomLabelType,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_shift.py,TestDataFrameShift,False,False,False,,0,15
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_nlargest.py,TestNLargestNSmallest,False,False,False,,0,8
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_dtypes.py,TestDataFrameDataTypes,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_update.py,TestDataFrameUpdate,False,False,False,,0,9
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_fillna.py,TestFillNA,False,False,False,,0,29
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_combine.py,TestCombine,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_values.py,TestDataFrameValues,False,False,False,,0,10
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_dropna.py,TestDataFrameMissingData,False,False,False,,0,8
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_between_time.py,TestBetweenTime,False,False,False,,0,8
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_to_timestamp.py,TestToTimestamp,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_pct_change.py,TestDataFramePctChange,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_asfreq.py,TestAsFreq,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_tz_localize.py,TestTZLocalize,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_at_time.py,TestAtTime,False,False,False,,0,8
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_swapaxes.py,TestSwapAxes,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_equals.py,TestEquals,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_rename.py,TestRename,False,False,False,,0,19
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_to_records.py,TestDataFrameToRecords,False,False,False,,0,13
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_get_numeric_data.py,TestGetNumericData,False,False,False,,0,4
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_droplevel.py,TestDropLevel,False,False,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_to_period.py,TestToPeriod,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_astype.py,TestAstype,False,False,False,,0,32
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_reindex_like.py,TestDataFrameReindexLike,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_select_dtypes.py,TestSelectDtypes,False,False,False,,0,15
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_cov_corr.py,TestDataFrameCov,False,False,False,,0,3
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_cov_corr.py,TestDataFrameCorr,False,False,False,,0,12
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_cov_corr.py,TestDataFrameCorrWith,False,False,False,,0,10
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_matmul.py,TestMatMul,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_sort_index.py,TestDataFrameSortIndex,False,False,False,,0,25
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_sort_index.py,TestDataFrameSortIndexKey,False,False,False,,0,6
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/methods,test_join.py,TestDataFrameJoin,False,False,False,,0,6
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_categorical.py,TestDataFrameIndexingCategorical,False,False,False,,0,4
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_mask.py,TestDataFrameMask,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_get.py,TestGet,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_getitem.py,TestGetitem,False,False,False,,0,4
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_getitem.py,TestGetitemListLike,False,False,False,,0,1
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_getitem.py,TestGetitemCallable,False,False,False,,0,2
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_getitem.py,TestGetitemBooleanMask,False,False,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_xs.py,TestXS,False,False,False,,0,5
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_xs.py,TestXSWithMultiIndex,False,False,False,,0,17
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_set_value.py,TestSetValue,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_take.py,TestDataFrameTake,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_insert.py,TestDataFrameInsert,False,False,False,,0,3
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_setitem.py,TestDataFrameSetItem,False,False,False,,0,21
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_setitem.py,TestDataFrameSetItemWithExpansion,False,False,False,,0,2
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_setitem.py,TestDataFrameSetItemSlicing,False,False,False,,0,1
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_setitem.py,TestDataFrameSetItemCallable,False,False,False,,0,1
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_setitem.py,TestDataFrameSetItemBooleanMask,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_lookup.py,TestLookup,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_delitem.py,TestDataFrameDelItem,False,False,False,,0,4
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_get_value.py,TestGetValue,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_indexing.py,TestDataFrameIndexing,False,False,False,,0,79
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_indexing.py,TestDataFrameIndexingUInt64,False,False,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/indexing,test_where.py,TestDataFrameIndexingWhere,False,False,False,,0,25
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/apply,test_frame_apply.py,TestDataFrameApply,False,False,False,,0,40
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/apply,test_frame_apply.py,TestInferOutputShape,False,False,False,,0,11
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/apply,test_frame_apply.py,TestDataFrameAggregate,False,False,False,,0,18
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/frame/apply,test_apply_relabeling.py,TestDataFrameNamedAggregate,False,False,False,,0,5
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestDtype,False,True,False,,0,0
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestInterface,False,True,False,,0,2
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestConstructors,False,True,False,,0,0
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestReshaping,False,True,False,,0,1
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestGetitem,False,True,False,,0,1
5,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestSetitem,False,True,False,,0,0
6,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestMissing,False,True,False,,0,2
7,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestReduce,False,True,False,,0,0
8,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestMethods,False,True,False,,0,4
9,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestCasting,False,True,False,,0,3
10,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestArithmeticOps,False,True,False,,0,5
11,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestComparisonOps,False,True,False,,0,2
12,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_categorical.py,TestParsing,False,True,False,,0,0
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestDtype,False,True,False,,0,0
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestInterface,False,True,False,,0,1
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestConstructors,False,True,False,,0,0
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestReshaping,False,True,False,,0,1
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestGetitem,False,True,False,,0,0
5,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestSetitem,False,True,False,,0,1
6,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestMissing,False,True,False,,0,0
7,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestNoReduce,False,True,False,,0,1
8,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestMethods,False,True,False,,0,2
9,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestCasting,False,True,False,,0,0
10,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestComparisonOps,False,True,False,,0,2
11,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestParsing,False,True,False,,0,0
12,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestPrinting,False,True,False,,0,0
13,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_string.py,TestGroupBy,False,True,False,,0,0
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestDtype,False,True,False,,0,1
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestArithmeticOps,False,True,False,,0,4
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestComparisonOps,False,True,False,,0,3
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestInterface,False,True,False,,0,0
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestConstructors,False,True,False,,0,0
5,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestReshaping,False,True,False,,0,0
6,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestGetitem,False,True,False,,0,0
7,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestSetitem,False,True,False,,0,0
8,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestMissing,False,True,False,,0,0
9,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestMethods,False,True,False,,0,2
10,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestCasting,False,True,False,,0,0
11,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestGroupby,False,True,False,,0,0
12,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestNumericReduce,False,True,False,,0,1
13,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestBooleanReduce,False,True,False,,0,0
14,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestPrinting,False,True,False,,0,0
15,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_integer.py,TestParsing,False,True,False,,0,0
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,BaseSparseTests,False,False,False,,0,2
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestDtype,False,True,False,,0,1
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestInterface,False,True,False,,0,3
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestConstructors,False,True,False,,0,0
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestReshaping,False,True,False,,0,8
5,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestGetitem,False,True,False,,0,2
6,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestMissing,False,True,False,,0,6
7,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestMethods,False,True,False,,0,10
8,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestCasting,False,True,False,,0,4
9,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestArithmeticOps,False,True,False,,0,4
10,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestComparisonOps,False,True,False,,0,1
11,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestPrinting,False,True,False,,0,1
12,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_sparse.py,TestParsing,False,True,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_common.py,DummyDtype,False,True,False,,0,0
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_common.py,DummyArray,False,True,True,,1,3
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_common.py,TestExtensionArrayDtype,False,False,False,,0,2
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,BaseDatetimeTests,False,False,False,,0,0
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestDatetimeDtype,False,True,False,,0,0
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestConstructors,False,True,False,,0,0
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestGetitem,False,True,False,,0,0
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestMethods,False,True,False,,0,2
5,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestInterface,False,True,False,,0,1
6,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestArithmeticOps,False,True,False,,0,6
7,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestCasting,False,True,False,,0,0
8,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestComparisonOps,False,True,False,,0,1
9,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestMissing,False,True,False,,0,0
10,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestReshaping,False,True,False,,0,3
11,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestSetitem,False,True,False,,0,0
12,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestGroupby,False,True,False,,0,0
13,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_datetime.py,TestPrinting,False,True,False,,0,0
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,BaseInterval,False,False,False,,0,0
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestDtype,False,True,False,,0,0
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestCasting,False,True,False,,0,0
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestConstructors,False,True,False,,0,0
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestGetitem,False,True,False,,0,0
5,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestGrouping,False,True,False,,0,0
6,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestInterface,False,True,False,,0,1
7,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestReduce,False,True,False,,0,0
8,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestMethods,False,True,False,,0,2
9,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestMissing,False,True,False,,0,5
10,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestReshaping,False,True,False,,0,0
11,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestSetitem,False,True,False,,0,0
12,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestPrinting,False,True,False,,0,1
13,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_interval.py,TestParsing,False,True,False,,0,1
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,BaseNumPyTests,False,False,False,,0,0
1,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestCasting,False,True,False,,0,2
2,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestConstructors,False,True,False,,0,3
3,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestDtype,False,True,False,,0,1
4,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestGetitem,False,True,False,,0,3
5,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestGroupby,False,True,False,,0,1
6,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestInterface,False,True,False,,0,1
7,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestMethods,False,True,False,,0,14
8,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestArithmetics,False,True,False,,0,4
9,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestPrinting,False,True,False,,0,0
10,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestNumericReduce,False,True,False,,0,1
11,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestBooleanReduce,False,True,False,,0,0
12,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestMissing,False,True,False,,0,5
13,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestReshaping,False,True,False,,0,7
14,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestSetitem,False,True,False,,0,16
15,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_numpy.py,TestParsing,False,True,False,,0,0
0,pandas,/home/quimey/.local/lib/python3.9/site-packages/pandas/tests/extension,test_external_block.py,CustomBlock,False,True,False,,0,0
